PeakID	Chr	Start	End	Strand	Peak.Score	Focus.Ratio.Region.Size	Annotation	Detailed.Annotation	Distance.to.TSS	Nearest.PromoterID	Entrez.ID	Nearest.Unigene	Nearest.Refseq	Nearest.Ensembl	Gene.Name	Gene.Alias	Gene.Description	Gene.Type	ZT1_1_BAT	ZT1_2_BAT	ZT1_3_BAT	ZT5_1_BAT	ZT5_2_BAT	ZT5_3_BAT	ZT9_1_BAT	ZT9_2_BAT	ZT9_3_BAT	ZT13_1_BAT	ZT13_2_BAT	ZT13_3_BAT	ZT17_1_BAT	ZT17_2_BAT	ZT17_3_BAT	ZT21_1_BAT	ZT21_2_BAT	ZT21_3_BAT	LAG	BH.Q	ZT_bin
chr7-1065	chr7	49397795	49397945	+	75.6	0	intron (NM_175272, intron 3 of 37)	intron (NM_175272, intron 3 of 37)	151681	NM_175272	78286	Mm.333881	NM_175272	ENSMUSG00000052512	Nav2	5330421F07Rik|AU067780|BQ960892|HELAD1|POMFIL2|RAINB1|RAINB2|Unc53H2|mKIAA3015	neuron navigator 2	protein-coding	152	203	333	167	197	365	326	307	176	235	245	207	217	400	579	226	237	266	17	0.091432700055119	ZT17
chr2-536	chr2	157561322	157561472	+	75.6	0	intron (NM_010923, intron 2 of 2)	intron (NM_010923, intron 2 of 2)	1319	NM_180960	18111	Mm.34330	NM_010923	ENSMUSG00000067786	Nnat	5730414I02Rik|AW107673|Peg5	neuronatin	protein-coding	152	208	359	232	241	410	396	335	191	219	244	193	183	269	448	209	276	269	6	0.0452500717492719	ZT5
chr11-502	chr11	118401954	118402104	+	75.6	0	promoter-TSS (NM_011150)	promoter-TSS (NM_011150)	-70	NM_011150	19039	Mm.3152	NM_011150	ENSMUSG00000033880	Lgals3bp	90K|CyCAP|MAC-2BP|Ppicap|Tango10b	lectin, galactoside-binding, soluble, 3 binding protein	protein-coding	181	239	339	200	259	377	375	292	187	203	216	160	166	283	493	282	330	252	2	0.091432700055119	ZT1
chr10-307	chr10	80577698	80577848	+	75.5	0	promoter-TSS (NM_078477)	promoter-TSS (NM_078477)	-477	NM_078477	118445	Mm.41513	NM_078477	ENSMUSG00000035397	Klf16	AI843742|BTEB4|DRRF	Kruppel-like factor 16	protein-coding	177	228	333	251	270	402	368	360	160	186	245	194	179	273	436	246	273	248	4	0.0377238244831057	ZT5
chr15-268	chr15	98256388	98256538	+	75.5	0	exon (NM_027304, exon 1 of 1)	exon (NM_027304, exon 1 of 1)	844	NM_027304	70069	Mm.107718	NM_027304	ENSMUSG00000048077	H1fnt	1700026P10Rik|H1.7|H1t2|Hanp1|mH1t2	H1 histone family, member N, testis-specific	protein-coding	108	163	220	203	211	307	361	332	178	229	283	252	173	329	650	240	261	328	14	0.0206133492264304	ZT13
chr1-636	chr1	182517484	182517634	+	75.5	0	promoter-TSS (NM_009794)	promoter-TSS (NM_009794)	51	NM_009794	12334	Mm.19306	NM_009794	ENSMUSG00000026509	Capn2	AI326419|CALP80|Capa-2|Capa2|m-calpain|m-calpin	calpain 2	protein-coding	169	218	345	200	223	375	347	329	168	203	222	170	199	348	512	250	291	263	0	0.077236599220546	ZT1
chr5-428	chr5	149135856	149136006	+	75.4	0	intron (NR_015478, intron 1 of 2)	intron (NR_015478, intron 1 of 2)	-8332	NR_137278	105242579	Mm.445929	NR_137278	ENSMUSG00000107388	Gm42788	-	predicted gene 42788	ncRNA	190	253	459	229	235	373	366	311	154	186	195	166	168	305	485	250	268	230	2	0.0071053784429439	ZT1
chr17-382	chr17	78882534	78882684	+	75.4	0	promoter-TSS (NM_011163)	promoter-TSS (NM_011163)	-37	NM_011163	19106	Mm.378990	NM_011163	ENSMUSG00000024079	Eif2ak2	2310047A08Rik|4732414G15Rik|AI467567|AI747578|Pkr|Prkr|Tik	eukaryotic translation initiation factor 2-alpha kinase 2	protein-coding	160	203	314	237	262	412	394	381	200	218	234	148	178	322	483	177	232	269	8	0.0247913445279724	ZT9
chr8-388	chr8	123718203	123718353	+	75.3	0	Intergenic	Intergenic	-15680	NR_040702	234863	Mm.246601	NR_040702	ENSMUSG00000110599	6030466F02Rik	-	RIKEN cDNA 6030466F02 gene	ncRNA	184	218	411	221	257	356	352	352	168	210	202	149	181	302	459	254	275	267	2	0.010917051581423	ZT1
chr11-526	chr11	94133483	94133633	+	75.3	0	Intergenic	L2|LINE|L2	-77896	NM_009427	22057	Mm.259673	NM_009427	ENSMUSG00000037573	Tob1	Tob|Trob	transducer of ErbB-2.1	protein-coding	135	160	256	234	239	364	418	332	227	246	239	214	232	306	501	225	272	220	12	0.091432700055119	ZT13
chr13-222	chr13	59011578	59011728	+	75.3	0	intron (NM_001025074, intron 13 of 17)	intron (NM_001025074, intron 13 of 17)	203956	NM_001025074	18212	Mm.130054	NM_008745	ENSMUSG00000055254	Ntrk2	GP145-TrkB/GP95-TrkB|Tkrb|trk-B|trkB	neurotrophic tyrosine kinase, receptor, type 2	protein-coding	207	247	418	272	278	381	460	336	225	166	186	166	154	218	395	265	231	208	4	0.0310391655363696	ZT5
chr8-334	chr8	25602064	25602214	+	75.2	0	promoter-TSS (NM_001308482)	promoter-TSS (NM_001308482)	-145	NM_001001735	234135	Mm.217337	NM_001001735	ENSMUSG00000054823	Nsd3	6720429E03|A530023P05|AI528490|WHISTLE|Whsc1l1	nuclear receptor binding SET domain protein 3	protein-coding	177	200	307	240	255	417	396	366	183	225	241	181	174	297	458	229	224	238	6	0.0247913445279724	ZT5
chr4-429	chr4	130663213	130663363	+	75.2	0	promoter-TSS (NM_001159604)	promoter-TSS (NM_001159604)	-33	NM_030722	80912	Mm.440206	NM_030722	ENSMUSG00000028580	Pum1	AA517475|Pumm|mKIAA0099	pumilio RNA-binding family member 1	protein-coding	141	207	335	239	252	366	443	334	202	198	240	205	197	307	448	203	217	277	8	0.0546578553591281	ZT9
chr7-583	chr7	38227950	38228100	+	75.2	0	promoter-TSS (NM_024413)	promoter-TSS (NM_024413)	-31	NM_024413	72287	Mm.333798	NM_024413	ENSMUSG00000074170	Plekhf1	1810013P09Rik|APPD|LAPF|PHAFIN1|ZFYVE15	pleckstrin homology domain containing, family F (with FYVE domain) member 1	protein-coding	166	176	323	211	234	356	441	379	195	212	263	205	172	306	457	229	232	252	10	0.0206133492264304	ZT9
chr7-545	chr7	47015797	47015947	+	75.2	0	Intergenic	LTR41|LTR|ERVL	-7458	NM_175318	101685	Mm.155687	NM_175318	ENSMUSG00000049516	Spty2d1	5830435K17Rik|AI852426|P16H6	SPT2, Suppressor of Ty, domain containing 1 (S. cerevisiae)	protein-coding	183	227	357	219	217	404	325	347	188	192	205	186	189	292	491	225	244	321	2	0.077236599220546	ZT1
chrX-24	chrX	164028043	164028193	+	75.1	0	promoter-TSS (NM_181315)	promoter-TSS (NM_181315)	-108	NM_181315	56078	Mm.180953	NM_181315	ENSMUSG00000031373	Car5b	7330410H16Rik|CAVB|Ca5b|CarVb|D730005F19Rik	carbonic anhydrase 5b, mitochondrial	protein-coding	160	230	327	212	266	423	367	341	158	208	234	198	188	316	435	228	253	259	6	0.0546578553591281	ZT5
chr4-412	chr4	132212149	132212299	+	75.1	0	promoter-TSS (NM_145393)	promoter-TSS (NM_145393)	32	NM_145393	213541	Mm.23998	NM_145393	ENSMUSG00000040025	Ythdf2	9430020E02Rik|HGRG8|NY-REN-2	YTH domain family 2	protein-coding	167	213	381	245	243	393	339	329	188	197	245	176	196	278	454	230	256	272	4	0.0377238244831057	ZT5
chr18-202	chr18	80151782	80151932	+	75.1	0	promoter-TSS (NM_175028)	promoter-TSS (NM_175028)	-375	NM_175028	240442	Mm.26594	NM_175028	ENSMUSG00000053950	Adnp2	8430420L05Rik|BC024969|Kiaa0863|Zfp508|mKIAA0863	ADNP homeobox 2	protein-coding	140	174	281	218	226	355	360	312	184	226	265	228	206	313	563	204	267	281	14	0.0649073511596943	ZT13
chr17-239	chr17	29079009	29079159	+	75	0	promoter-TSS (NR_036469)	promoter-TSS (NR_036469)	42	NR_036469	100504267	Mm.438550	NR_036469	ENSMUSG00000085912	Trp53cor1	Gm16197|linc-p21|lincRNA-p21	tumor protein p53 pathway corepressor 1	ncRNA	165	238	351	154	193	335	306	277	159	197	252	229	190	316	490	306	295	346	21	0.0452500717492719	ZT21
chr9-384	chr9	108516945	108517095	+	75	0	promoter-TSS (NM_001114119)	promoter-TSS (NM_001114119)	-67	NM_001114119	69232	Mm.335449	NM_175143	ENSMUSG00000006673	Qrich1	2610028H07Rik|b2b2404Clo	glutamine-rich 1	protein-coding	167	200	327	225	264	398	358	365	203	226	212	207	193	251	461	226	259	254	6	0.077236599220546	ZT5
chr17-345	chr17	45433664	45433814	+	74.9	0	promoter-TSS (NM_152810)	promoter-TSS (NM_152810)	-32	NM_152810	71702	Mm.28270	NM_152810	ENSMUSG00000023932	Cdc5l	1200002I02Rik|AA408004|PCDC5RP	cell division cycle 5-like (S. pombe)	protein-coding	167	234	335	265	261	388	480	322	201	224	215	201	143	286	388	202	255	227	6	0.0132923364728598	ZT5
chr5-351	chr5	144946198	144946348	+	74.9	0	intron (NM_001038627, intron 1 of 17)	intron (NM_001038627, intron 1 of 17)	19557	NM_001038627	75788	Mm.27735	NM_029438	ENSMUSG00000038780	Smurf1	4930431E10Rik|mKIAA1625	SMAD specific E3 ubiquitin protein ligase 1	protein-coding	194	211	357	177	219	335	348	295	157	191	223	198	179	330	505	240	316	319	22	0.0377238244831057	ZT21
chr5-365	chr5	30272052	30272202	+	74.9	0	non-coding (NR_137634, exon 9 of 9)	non-coding (NR_137634, exon 9 of 9)	39546	NR_137634	28042	Mm.168854	NM_027652	ENSMUSG00000075703	Selenoi	4933402G07Rik|AI448296|AI452230|C79563|D5Wsu178e|Ept1|SELI|mKIAA1724	selenoprotein I	protein-coding	175	225	371	209	241	325	335	251	170	191	229	172	197	296	443	332	327	300	22	0.0377238244831057	ZT21
chr6-426	chr6	17636878	17637028	+	74.8	0	promoter-TSS (NM_007604)	promoter-TSS (NM_007604)	-57	NM_007604	12343	Mm.392504	NM_007604	ENSMUSG00000015733	Capza2	1110053K06Rik|AW208808|Cappa2	capping protein (actin filament) muscle Z-line, alpha 2	protein-coding	168	199	322	262	252	395	421	350	204	190	219	178	168	304	455	209	246	241	6	0.0132923364728598	ZT5
chr17-321	chr17	86507686	86507836	+	74.7	0	intron (NM_011104, intron 10 of 14)	intron (NM_011104, intron 10 of 14)	-220583	NR_045435	72104	Mm.443401	NR_045435	ENSMUSG00000100738	2010106C02Rik	-	RIKEN cDNA 2010106C02 gene	ncRNA	166	225	365	211	232	398	393	327	179	202	215	178	184	308	422	226	271	272	2	0.010917051581423	ZT1
chr10-487	chr10	4553943	4554093	+	74.7	0	intron (NM_001195672, intron 9 of 10)	intron (NM_001195672, intron 9 of 10)	44146	NM_001195672	100504234	Mm.291807	NM_001195672	ENSMUSG00000019767	Ccdc170	Gm221	coiled-coil domain containing 170	protein-coding	173	203	400	229	260	388	401	349	169	213	206	194	180	267	442	234	287	182	4	0.091432700055119	ZT5
chr18-355	chr18	85465675	85465825	+	74.6	0	Intergenic	Intergenic	-514226	NM_025969	67105	Mm.250617	NM_025969	ENSMUSG00000024645	Timm21	1700034H14Rik|2700002I20Rik	translocase of inner mitochondrial membrane 21	protein-coding	120	192	344	193	184	288	370	289	175	199	233	227	240	368	489	271	281	308	18	0.0377238244831057	ZT17
chr9-344	chr9	21918104	21918254	+	74.6	0	promoter-TSS (NM_001324531)	promoter-TSS (NM_001324531)	4	NM_031874	19340	Mm.260157	NM_031874	ENSMUSG00000019066	Rab3d	C130057E11Rik	RAB3D, member RAS oncogene family	protein-coding	150	198	316	263	258	400	363	357	198	215	275	189	161	318	399	204	242	264	6	0.010917051581423	ZT5
chr6-356	chr6	115424550	115424700	+	74.5	0	intron (NM_011146, intron 1 of 6)	intron (NM_011146, intron 1 of 6)	2559	NM_011146	19016	Mm.3020	NM_011146	ENSMUSG00000000440	Pparg	Nr1c3|PPAR-gamma|PPAR-gamma2|PPARgamma|PPARgamma2	peroxisome proliferator activated receptor gamma	protein-coding	171	250	363	191	210	369	378	282	160	176	206	189	155	358	474	258	254	322	0	0.0649073511596943	ZT1
chr4-475	chr4	34079976	34080126	+	74.5	0	Intergenic	MTC-int|LTR|ERVL-MaLR	-29984	NM_026293	67652	Mm.55848	NM_026293	ENSMUSG00000028264	Spaca1	1700124L11Rik|4930540L03Rik	sperm acrosome associated 1	protein-coding	146	166	356	143	131	233	333	298	174	233	221	202	193	412	568	271	303	379	18	0.00583137953168869	ZT17
chr7-607	chr7	101302142	101302292	+	74.5	0	promoter-TSS (NM_001111111)	promoter-TSS (NM_001111111)	-129	NR_152152	73683	Mm.275744	NM_001111111	ENSMUSG00000047767	Atg16l2	2410118P20Rik	autophagy related 16-like 2 (S. cerevisiae)	protein-coding	127	200	321	204	228	359	389	350	179	253	286	204	211	340	506	207	215	189	12	0.0452500717492719	ZT13
chr17-302	chr17	25579701	25579851	+	74.5	0	intron (NR_045520, intron 1 of 8)	intron (NR_045520, intron 1 of 8)	602	NR_045520	76483	Mm.12787	NM_029624	ENSMUSG00000002279	Lmf1	2400010G15Rik|AW822050|Tmem112|cld	lipase maturation factor 1	protein-coding	166	239	310	216	221	366	269	308	171	196	217	199	199	356	444	278	256	358	22	0.0452500717492719	ZT21
chr11-503	chr11	55397477	55397627	+	74.4	0	intron (NM_009242, intron 8 of 9)	intron (NM_009242, intron 8 of 9)	22528	NM_009242	20692	Mm.291442	NM_009242	ENSMUSG00000018593	Sparc	BM-40|ON	secreted acidic cysteine rich glycoprotein	protein-coding	154	200	319	211	240	413	373	357	205	233	244	200	199	289	497	239	208	181	10	0.0649073511596943	ZT9
chr5-425	chr5	125053294	125053444	+	74.3	0	intron (NM_011424, intron 18 of 46)	intron (NM_011424, intron 18 of 46)	49894	NM_028443	73121	Mm.296138	NM_028443	ENSMUSG00000037962	Rflna	3110032G18Rik|Fam101a|cfm|cfm2	refilin A	protein-coding	128	167	291	171	199	288	362	371	189	224	272	205	224	376	559	237	231	261	16	0.00583137953168869	ZT17
chr3-312	chr3	10351349	10351499	+	74.3	0	promoter-TSS (NM_001331015)	promoter-TSS (NM_001331015)	-107	NM_001331014	66361	Mm.371617	NM_025512	ENSMUSG00000039795	Zfand1	2310008M20Rik|AW048890	zinc finger, AN1-type domain 1	protein-coding	161	211	358	250	251	347	385	325	190	206	233	179	165	295	408	242	283	261	4	0.0247913445279724	ZT5
chr9-410	chr9	14663713	14663863	+	74.3	0	intron (NR_152172, intron 1 of 1)	intron (NR_152172, intron 1 of 1)	766	NR_152172	665374	Mm.387249	NR_152172	ENSMUSG00000111085	Gm7607	EG665374	predicted gene 7607	ncRNA	165	203	300	191	222	326	342	312	141	208	227	230	183	319	477	304	323	284	20	0.091432700055119	ZT21
chr6-390	chr6	30509715	30509865	+	74.3	0	promoter-TSS (NM_178625)	promoter-TSS (NM_178625)	-7	NM_001311093	72649	Mm.45418	NM_178625	ENSMUSG00000029782	Tmem209	2700094F01Rik|AI428435	transmembrane protein 209	protein-coding	134	194	333	251	271	393	410	322	223	192	224	178	172	311	445	210	228	262	8	0.0377238244831057	ZT9
chr2-454	chr2	180273438	180273588	+	74.3	0	promoter-TSS (NM_145851)	promoter-TSS (NM_145851)	-48	NM_145851	252966	Mm.386884	NM_145851	ENSMUSG00000038990	Cables2	ik3-2	CDK5 and Abl enzyme substrate 2	protein-coding	191	234	339	218	244	349	368	330	214	183	215	188	167	300	459	223	268	260	2	0.0247913445279724	ZT1
chr15-308	chr15	12479525	12479675	+	74.2	0	intron (NM_001081064, intron 1 of 23)	ORR1D2|LTR|ERVL-MaLR	112956	NM_001081064	68070	Mm.423205	NM_001081064	ENSMUSG00000022197	Pdzd2	4930537L06Rik|A930022H17Rik|Gm21706|Gm82|Pdzk3|mKIAA0300	PDZ domain containing 2	protein-coding	170	270	387	195	221	312	356	317	175	192	182	191	150	334	481	234	282	297	0	0.0649073511596943	ZT1
chr9-385	chr9	92549878	92550028	+	74.2	0	intron (NM_011961, intron 1 of 18)	intron (NM_011961, intron 1 of 18)	-7084	NR_029474	78575	Mm.407669	NR_029474	ENSMUSG00000103622	B430319G15Rik	D530025C14Rik	RIKEN cDNA B430319G15 gene	ncRNA	164	234	332	189	191	364	339	295	150	190	226	212	192	279	508	266	315	302	22	0.0452500717492719	ZT21
chr14-279	chr14	63159843	63159993	+	74.2	0	intron (NM_001360211, intron 3 of 7)	intron (NM_001360211, intron 3 of 7)	17969	NM_001360211	14137	Mm.474432	NM_010191	ENSMUSG00000021273	Fdft1	SQS|SS	farnesyl diphosphate farnesyl transferase 1	protein-coding	138	202	384	206	263	258	514	410	243	242	312	239	200	262	337	164	188	186	10	0.0206133492264304	ZT9
chr2-416	chr2	24949628	24949778	+	74.1	0	promoter-TSS (NM_147179)	promoter-TSS (NM_147179)	-74	NM_026021	67187	Mm.296106	NM_026021	ENSMUSG00000026974	Zmynd19	2700064H14Rik|AA536891|AU014915|mizip	zinc finger, MYND domain containing 19	protein-coding	166	217	336	240	235	388	360	329	190	219	218	199	169	298	423	249	250	257	4	0.0310391655363696	ZT5
chr2-565	chr2	58354504	58354654	+	74.1	0	intron (NM_001111030, intron 1 of 8)	intron (NM_001111030, intron 1 of 8)	3179	NM_001111030	269275	Mm.77751	NM_001033369	ENSMUSG00000026834	Acvr1c	ACTR-IC|ACVRLK7|ALK7|Alk-7|C230097P10	activin A receptor, type IC	protein-coding	144	210	327	204	205	348	333	272	150	184	237	202	208	338	504	288	310	279	20	0.0132923364728598	ZT21
chr8-335	chr8	27230758	27230908	+	74.1	0	Intergenic	Intergenic	-1245	NM_013462	11556	Mm.278475	NM_013462	ENSMUSG00000031489	Adrb3	Adrb-3	adrenergic receptor, beta 3	protein-coding	170	197	382	175	206	370	313	253	158	173	182	185	214	348	520	259	283	352	22	0.0132923364728598	ZT21
chr9-388	chr9	61370520	61370670	+	74.1	0	Intergenic	Intergenic	-1771	NM_001083928	21887	Mm.24255	NM_009389	ENSMUSG00000032280	Tle3	2610103N05Rik|ESG|Grg3a|Grg3b|mKIAA1547	transducin-like enhancer of split 3	protein-coding	157	221	339	236	261	378	344	310	188	204	209	180	181	291	477	221	263	280	4	0.0132923364728598	ZT5
chr19-311	chr19	4820815	4820965	+	74	0	Intergenic	Intergenic	-9256	NM_019869	56275	Mm.276338	NM_019869	ENSMUSG00000006456	Rbm14	1300007E16Rik|PSP2|Sytip|p16|p16K	RNA binding motif protein 14	protein-coding	177	226	359	208	263	398	333	301	173	211	247	180	182	276	420	246	254	281	2	0.091432700055119	ZT1
chr19-200	chr19	29361841	29361991	+	74	0	promoter-TSS (NM_026362)	promoter-TSS (NM_026362)	-45	NM_026362	67759	Mm.275511	NM_026362	ENSMUSG00000016495	Plgrkt	1110007H22Rik|5033414D02Rik|AI852040|Plg-R(KT)|Plg-RKT	plasminogen receptor, C-terminal lysine transmembrane protein	protein-coding	164	208	365	221	237	336	366	288	175	194	230	186	195	316	469	245	260	279	0	0.0546578553591281	ZT1
chr7-623	chr7	4501667	4501817	+	73.8	0	promoter-TSS (NM_029834)	promoter-TSS (NM_029834)	-62	NM_029834	232807	Mm.360391	NM_029834	ENSMUSG00000019254	Ppp1r12c	2410197A17Rik|AI839747|B430101M08|Mbs85	protein phosphatase 1, regulatory (inhibitor) subunit 12C	protein-coding	176	203	336	222	241	372	399	311	167	205	218	203	182	292	433	243	239	281	4	0.077236599220546	ZT5
chr5-566	chr5	151244396	151244546	+	73.8	0	Intergenic	Intergenic	-54278	NR_153382	243362	Mm.209272	NM_146258	ENSMUSG00000016128	Stard13	DLC2|GT650	StAR-related lipid transfer (START) domain containing 13	protein-coding	107	178	335	159	214	347	402	364	197	223	261	242	185	300	483	237	223	264	12	0.0452500717492719	ZT13
chr1-608	chr1	3514826	3514976	+	73.8	0	intron (NM_001011874, intron 1 of 2)	MTE2b|LTR|ERVL-MaLR	156597	NM_001011874	497097	Mm.454496	NM_001011874	ENSMUSG00000051951	Xkr4	AY534250|Gm210|XRG4|mKIAA1889	X-linked Kx blood group related 4	protein-coding	135	209	349	170	228	344	332	280	153	164	217	183	189	382	548	239	305	292	21	0.091432700055119	ZT21
chr1-528	chr1	59237212	59237362	+	73.7	0	promoter-TSS (NM_028717)	promoter-TSS (NM_028717)	-56	NM_028717	74018	Mm.272078	NM_028717	ENSMUSG00000026024	Als2	3222402C23Rik|9430073A21Rik|Als2cr6|Alsin|mKIAA1563	alsin Rho guanine nucleotide exchange factor	protein-coding	143	189	332	228	223	345	442	384	216	216	217	183	211	290	439	211	230	217	8	0.0206133492264304	ZT9
chr7-519	chr7	126884754	126884904	+	73.7	0	5' UTR (NM_001163775, exon 1 of 16)	5' UTR (NM_001163775, exon 1 of 16)	138	NM_001163775	381921	Mm.259634	NM_001163774	ENSMUSG00000059981	Taok2	1110033K02Rik|B230344N16|MAP3K17|PSK|PSK1|TAO1|TAO2|mKIAA0881	TAO kinase 2	protein-coding	154	219	360	223	264	409	342	302	184	175	209	170	174	271	460	226	287	287	2	0.00583137953168869	ZT1
chr13-251	chr13	73763621	73763771	+	73.7	0	promoter-TSS (NM_011390)	promoter-TSS (NM_011390)	-1	NM_011390	20499	Mm.275800	NM_011390	ENSMUSG00000017756	Slc12a7	AA408796|D13Ertd261e|Kcc4	solute carrier family 12, member 7	protein-coding	161	206	283	234	268	398	367	359	202	199	240	194	176	284	427	205	277	236	6	0.0165323918984296	ZT5
chr1-350	chr1	59912837	59912987	+	73.7	0	promoter-TSS (NM_001037725)	promoter-TSS (NM_001037725)	-94	NM_001037725	72750	Mm.258250	NM_001037725	ENSMUSG00000041040	Fam117b	2810425F24Rik|6330416D14Rik|Als2cr13	family with sequence similarity 117, member B	protein-coding	153	195	309	255	246	352	371	367	213	225	226	182	200	294	444	206	237	238	8	0.0165323918984296	ZT9
chr12-297	chr12	116460820	116460970	+	73.7	0	3' UTR (NM_133762, exon 29 of 29)	3' UTR (NM_133762, exon 29 of 29)	-24825	NM_011215	19276	Mm.206054	NM_011215	ENSMUSG00000056553	Ptprn2	4930425H11Rik|IA2beta|PTP-NP|Phol|mKIAA0387|phogrin	protein tyrosine phosphatase, receptor type, N polypeptide 2	protein-coding	164	219	352	196	195	281	384	319	152	186	212	179	175	297	483	296	300	325	22	0.0546578553591281	ZT21
chr15-370	chr15	78532174	78532324	+	73.6	0	Intergenic	Intergenic	-2598	NM_028331	72709	Mm.34776	NM_028331	ENSMUSG00000022440	C1qtnf6	2810036M19Rik|CTRP6	C1q and tumor necrosis factor related protein 6	protein-coding	152	171	353	220	230	345	439	337	219	191	268	207	180	304	407	215	249	220	8	0.091432700055119	ZT9
chr17-471	chr17	29032509	29032659	+	73.6	0	promoter-TSS (NM_013663)	promoter-TSS (NM_013663)	-76	NM_013663	20383	Mm.6787	NM_013663	ENSMUSG00000071172	Srsf3	AL024116|Sfrs3|X16	serine/arginine-rich splicing factor 3	protein-coding	176	227	349	229	244	388	408	347	180	204	213	201	187	291	404	225	229	207	5	0.077236599220546	ZT5
chr4-481	chr4	124693587	124693737	+	73.5	0	promoter-TSS (NM_026031)	promoter-TSS (NM_026031)	-108	NM_026031	67205	Mm.259121	NM_026031	ENSMUSG00000028907	Utp11	2700082D03Rik|CGI-94|Cgi94|Utp11l	UTP11 small subunit processome component	protein-coding	134	205	307	254	249	343	390	347	205	199	239	192	210	288	498	222	220	200	8	0.077236599220546	ZT9
chr2-538	chr2	153566067	153566217	+	73.5	0	Intergenic	Intergenic	-36171	NM_001134300	329540	Mm.50600	NM_001001986	ENSMUSG00000061411	Nol4l	4931410H15|8430427H17Rik|AI429157|Gm1636	nucleolar protein 4-like	protein-coding	173	192	346	168	190	366	213	294	127	190	218	169	203	392	618	240	231	374	20	0.0377238244831057	ZT21
chr19-208	chr19	32756102	32756252	+	73.5	0	Intergenic	CpG	-1400	NM_008960	19211	Mm.245395	NM_008960	ENSMUSG00000013663	Pten	2310035O07Rik|A130070J02Rik|AI463227|B430203M17Rik|MMAC1|PTENbeta|TEP1	phosphatase and tensin homolog	protein-coding	134	176	282	265	331	389	509	351	226	194	218	183	192	224	445	214	175	195	8	0.0206133492264304	ZT9
chr16-461	chr16	32523576	32523726	+	73.5	0	Intergenic	Intergenic	27370	NM_199309	245308	Mm.76859	NM_199309	ENSMUSG00000052363	Zdhhc19	Gm1744|Gm616	zinc finger, DHHC domain containing 19	protein-coding	127	172	297	199	212	343	318	318	162	214	256	239	200	334	493	269	260	287	14	0.0649073511596943	ZT13
chr4-538	chr4	144892683	144892833	+	73.5	0	promoter-TSS (NM_001172424)	promoter-TSS (NM_001172424)	-69	NM_001172424	20148	Mm.14063	NM_011303	ENSMUSG00000066026	Dhrs3	Rsdr1|retSDR1	dehydrogenase/reductase (SDR family) member 3	protein-coding	164	213	305	199	210	322	350	290	175	184	238	176	183	324	501	264	288	314	22	0.0377238244831057	ZT21
chr7-585	chr7	5062129	5062279	+	73.5	0	promoter-TSS (NM_133671)	promoter-TSS (NM_133671)	61	NM_001205231	22185	Mm.360389	NM_133671	ENSMUSG00000030435	U2af2	65kDa	U2 small nuclear ribonucleoprotein auxiliary factor (U2AF) 2	protein-coding	200	205	318	222	258	395	376	322	201	220	221	166	180	301	401	211	250	257	5	0.0310391655363696	ZT5
chr3-359	chr3	88409999	88410149	+	73.5	0	TTS (NM_178696)	TTS (NM_178696)	323	NM_001310605	67037	Mm.36715	NM_025928	ENSMUSG00000028066	Pmf1	2600009M07Rik|AL033286|AW060657	polyamine-modulated factor 1	protein-coding	178	212	321	229	267	373	383	347	179	230	221	174	158	311	395	230	236	260	4	0.0377238244831057	ZT5
